"session_id","Session Start","Session Finish","Session Duration (sec)","User","Country","City","Geo point"
5016,2024-06-12 15:35:32.000,2024-06-12 21:59:46.000,23054.000000,user309,United States,San Antonio,"[29.4658,-98.5254]"
5017,2024-06-11 19:34:32.000,2024-06-11 21:37:02.000,7350.000000,user367,Germany,Augsburg,"[48.35,10.9]"
5018,2024-06-30 01:18:30.000,2024-06-30 02:53:01.000,5671.000000,user132,United States,Lancaster,"[34.6934,-118.1753]"
5019,2024-05-11 00:24:52.000,2024-05-11 08:59:39.000,30887.000000,user311,Russia,Voronezh,"[51.73,39.27]"
5020,2024-06-15 22:12:27.000,2024-06-16 06:25:15.000,29568.000000,user41,Argentina,Mar del Plata,"[-38,-57.58]"
5021,2024-05-07 02:04:06.000,2024-05-07 02:37:22.000,1996.000000,user176,"Korea, South",Bucheon,"[37.4989,126.7831]"
5022,2024-06-24 15:22:30.000,2024-06-24 17:49:12.000,8802.000000,user18,United States,Albuquerque,"[35.1053,-106.6464]"
5023,2024-06-30 17:21:38.000,2024-06-30 21:52:46.000,16268.000000,user366,Italy,Rome,"[41.896,12.4833]"
5024,2024-06-19 12:44:57.000,2024-06-19 15:24:21.000,9564.000000,user428,Japan,Kawanakajima,"[35.53,139.705]"
5025,2024-06-14 10:58:18.000,2024-06-14 19:32:18.000,30840.000000,user35,United States,Chattanooga,"[35.0657,-85.2487]"
5026,2024-06-24 07:00:24.000,2024-06-24 14:07:25.000,25621.000000,user276,Belarus,Homyel’,"[52.43,31]"
5027,2024-06-13 12:35:12.000,2024-06-13 15:54:33.000,11961.000000,user419,Turkey,Trabzon,"[40.98,39.72]"
5028,2024-06-13 18:16:25.000,2024-06-13 21:31:13.000,11688.000000,user66,Japan,Kagoshima,"[31.586,130.5611]"
5029,2024-06-06 04:03:24.000,2024-06-06 04:22:11.000,1127.000000,user319,Brazil,Caxias do Sul,"[-29.18,-51.17]"
5030,2024-05-17 17:53:53.000,2024-05-18 00:19:12.000,23119.000000,user102,Argentina,Salta,"[-24.7834,-65.4166]"
5031,2024-06-16 04:29:59.000,2024-06-16 09:23:48.000,17629.000000,user239,Turkey,Batman,"[37.8904,41.14]"
5032,2024-05-18 23:37:31.000,2024-05-19 08:18:55.000,31284.000000,user326,Mexico,Mexicali,"[32.65,-115.48]"
5033,2024-05-07 16:13:36.000,2024-05-08 00:03:17.000,28181.000000,user436,Mexico,Hermosillo,"[29.0989,-110.9541]"
5034,2024-05-10 01:23:06.000,2024-05-10 07:28:05.000,21899.000000,user191,Italy,Florence,"[43.78,11.25]"
5035,2024-05-20 20:12:43.000,2024-05-20 21:42:37.000,5394.000000,user200,Brazil,Macapá,"[0.033,-51.05]"
5036,2024-05-04 15:23:53.000,2024-05-04 16:24:54.000,3661.000000,user25,Turkey,Batman,"[37.8904,41.14]"
5037,2024-04-29 06:40:20.000,2024-04-29 14:48:11.000,29271.000000,user333,Russia,Astrakhan’,"[46.3487,48.055]"
5038,2024-06-13 12:44:56.000,2024-06-13 13:45:18.000,3622.000000,user269,Egypt,Al Manşūrah,"[31.0504,31.38]"
5039,2024-05-06 04:52:53.000,2024-05-06 13:16:39.000,30226.000000,user398,Russia,Khabarovsk,"[48.455,135.12]"
5040,2024-06-08 10:54:21.000,2024-06-08 11:07:22.000,781.000000,user135,Indonesia,Surakarta,"[-7.565,110.825]"
5041,2024-06-27 20:20:42.000,2024-06-28 00:34:58.000,15256.000000,user397,Austria,Vienna,"[48.2,16.3666]"
5042,2024-06-25 05:18:46.000,2024-06-25 05:30:26.000,700.000000,user13,Morocco,Agadir,"[30.44,-9.62]"
5043,2024-04-28 06:55:20.000,2024-04-28 14:40:16.000,27896.000000,user109,Egypt,Giza,"[30.01,31.19]"
5044,2024-05-14 02:17:47.000,2024-05-14 10:55:23.000,31056.000000,user370,Australia,Newcastle,"[-32.8453,151.815]"
5045,2024-06-09 05:05:15.000,2024-06-09 09:05:28.000,14413.000000,user231,Australia,Perth,"[-31.955,115.84]"
5046,2024-06-16 20:55:11.000,2024-06-17 00:24:41.000,12570.000000,user84,Russia,Orël,"[52.97,36.07]"
5047,2024-06-23 12:16:12.000,2024-06-23 13:20:44.000,3872.000000,user255,Australia,Canberra,"[-35.283,149.129]"
5048,2024-06-23 11:30:59.000,2024-06-23 11:32:42.000,103.000000,user388,Georgia,Tbilisi,"[41.725,44.7908]"
5049,2024-06-14 14:08:26.000,2024-06-14 20:33:34.000,23108.000000,user180,"Korea, South",Yeosu,"[34.7368,127.7458]"
5050,2024-06-23 04:12:00.000,2024-06-23 09:06:05.000,17645.000000,user137,Russia,Vladikavkaz,"[43.0504,44.67]"
5051,2024-04-28 10:24:41.000,2024-04-28 11:34:16.000,4175.000000,user290,United States,Lancaster,"[40.042,-76.3012]"
5052,2024-04-26 11:07:45.000,2024-04-26 18:16:38.000,25733.000000,user312,Poland,Gdynia,"[54.5204,18.53]"
5053,2024-06-19 13:40:38.000,2024-06-19 19:46:27.000,21949.000000,user274,Germany,Dortmund,"[51.53,7.45]"
5054,2024-05-18 10:08:11.000,2024-05-18 16:42:54.000,23683.000000,user446,United States,Fayetteville,"[36.0713,-94.166]"
5055,2024-05-27 19:22:12.000,2024-05-27 22:07:44.000,9932.000000,user96,Italy,Genoa,"[44.41,8.93]"
5056,2024-06-15 21:43:02.000,2024-06-16 06:18:44.000,30942.000000,user355,United States,Des Moines,"[41.5725,-93.6105]"
5057,2024-06-04 10:32:53.000,2024-06-04 12:11:52.000,5939.000000,user478,Turkey,Gaziantep,"[37.075,37.385]"
5058,2024-06-08 19:43:01.000,2024-06-09 03:02:24.000,26363.000000,user226,United States,Wichita,"[37.6897,-97.3441]"
5059,2024-05-09 14:25:01.000,2024-05-09 16:46:00.000,8459.000000,user120,Japan,Tokyo,"[35.685,139.7514]"
5060,2024-06-28 02:21:24.000,2024-06-28 08:02:26.000,20462.000000,user293,Japan,Nagano,"[36.65,138.17]"
5061,2024-06-26 11:58:42.000,2024-06-26 16:34:20.000,16538.000000,user443,Spain,Murcia,"[37.98,-1.13]"
5062,2024-06-08 15:09:34.000,2024-06-08 18:03:25.000,10431.000000,user214,Morocco,Agadir,"[30.44,-9.62]"
5063,2024-06-01 00:22:23.000,2024-06-01 07:57:56.000,27333.000000,user21,Turkey,Kahramanmaraş,"[37.61,36.945]"
5064,2024-06-08 03:55:19.000,2024-06-08 04:01:04.000,345.000000,user297,Japan,Kyōto,"[35.03,135.75]"
5065,2024-06-07 09:32:43.000,2024-06-07 13:39:24.000,14801.000000,user188,Argentina,Buenos Aires,"[-34.6025,-58.3975]"
5066,2024-05-05 21:06:10.000,2024-05-06 02:39:51.000,20021.000000,user209,Nigeria,Ilorin,"[8.49,4.55]"
5067,2024-05-15 16:11:15.000,2024-05-15 18:56:43.000,9928.000000,user22,United States,Brookhaven,"[40.8321,-72.9518]"
5068,2024-06-07 03:25:54.000,2024-06-07 10:31:24.000,25530.000000,user438,United States,Durham,"[35.9795,-78.9032]"
5069,2024-06-19 00:45:58.000,2024-06-19 07:38:19.000,24741.000000,user316,Venezuela,Barquisimeto,"[10.05,-69.3]"
5070,2024-06-29 14:58:08.000,2024-06-29 21:25:31.000,23243.000000,user54,Tunisia,Sfax,"[34.75,10.72]"
5071,2024-04-20 17:30:00.000,2024-04-20 23:10:29.000,20429.000000,user386,Russia,Kursk,"[51.74,36.19]"
5072,2024-06-20 02:12:34.000,2024-06-20 05:08:30.000,10556.000000,user498,United States,Riverside,"[33.9381,-117.3948]"
5073,2024-06-20 19:42:16.000,2024-06-20 22:58:50.000,11794.000000,user262,Belarus,Hrodna,"[53.6779,23.8341]"
5074,2024-06-29 06:32:57.000,2024-06-29 14:02:46.000,26989.000000,user280,Netherlands,The Hague,"[52.08,4.27]"
5075,2024-05-05 03:12:28.000,2024-05-05 08:41:10.000,19722.000000,user332,Israel,Tel Aviv-Yafo,"[32.08,34.77]"
5076,2024-05-13 20:06:28.000,2024-05-13 22:46:30.000,9602.000000,user123,Russia,Tomsk,"[56.495,84.975]"
5077,2024-04-23 07:28:18.000,2024-04-23 14:20:17.000,24719.000000,user338,Mexico,Acapulco de Juárez,"[16.85,-99.916]"
5079,2024-04-19 23:12:42.000,2024-04-20 05:36:02.000,23000.000000,user389,Germany,Mannheim,"[49.5004,8.47]"
5080,2024-05-05 07:24:01.000,2024-05-05 12:25:47.000,18106.000000,user416,Poland,Szczecin,"[53.4204,14.53]"
5081,2024-06-26 23:58:33.000,2024-06-27 02:03:15.000,7482.000000,user137,Russia,Vladikavkaz,"[43.0504,44.67]"
5082,2024-06-14 21:56:02.000,2024-06-15 06:25:17.000,30555.000000,user359,Ukraine,Zaporizhzhya,"[47.8573,35.1768]"
5083,2024-03-05 08:13:17.000,2024-03-05 15:03:09.000,24592.000000,user258,United States,Lansing,"[42.7142,-84.5601]"
5084,2024-04-29 22:29:54.000,2024-04-29 23:16:56.000,2822.000000,user199,United States,Jacksonville,"[30.3322,-81.6749]"
5085,2024-06-15 01:21:14.000,2024-06-15 02:35:26.000,4452.000000,user16,Russia,Tol’yatti,"[53.4804,49.53]"
5086,2024-04-30 03:01:14.000,2024-04-30 04:10:16.000,4142.000000,user365,Italy,Naples,"[40.84,14.245]"
5087,2024-06-28 14:44:42.000,2024-06-28 16:24:37.000,5995.000000,user23,Azerbaijan,Gəncə,"[40.685,46.35]"
5088,2024-05-01 11:23:56.000,2024-05-01 15:46:01.000,15725.000000,user404,Brazil,Porto Velho,"[-8.75,-63.9]"
5089,2024-05-01 14:12:55.000,2024-05-01 17:58:03.000,13508.000000,user24,Brazil,Brasília,"[-15.7833,-47.9161]"
5090,2024-06-29 21:37:04.000,2024-06-29 23:28:44.000,6700.000000,user93,Netherlands,Eindhoven,"[51.43,5.5]"
5092,2024-06-19 06:35:54.000,2024-06-19 07:07:03.000,1869.000000,user484,United States,Miami,"[25.7839,-80.2102]"
5093,2024-05-09 19:05:01.000,2024-05-10 00:21:26.000,18985.000000,user496,Brazil,Santo André,"[-23.6528,-46.5278]"
5094,2024-06-17 14:17:50.000,2024-06-17 18:41:33.000,15823.000000,user129,Russia,Nizhniy Novgorod,"[56.333,44.0001]"
5095,2024-06-29 19:31:15.000,2024-06-30 03:05:15.000,27240.000000,user205,Mexico,Hermosillo,"[29.0989,-110.9541]"
5096,2024-04-25 18:18:38.000,2024-04-25 21:24:40.000,11162.000000,user300,United States,Albany,"[42.6664,-73.7987]"
5097,2024-06-17 01:19:19.000,2024-06-17 05:14:33.000,14114.000000,user150,United States,Charlotte,"[35.2079,-80.8304]"
5098,2024-06-07 21:00:02.000,2024-06-08 02:21:28.000,19286.000000,user79,Brazil,Macapá,"[0.033,-51.05]"
5099,2024-06-02 05:04:46.000,2024-06-02 10:13:45.000,18539.000000,user109,Egypt,Giza,"[30.01,31.19]"
5100,2024-06-12 16:43:44.000,2024-06-12 18:18:19.000,5675.000000,user407,Russia,Murmansk,"[68.97,33.1]"
5101,2024-06-29 19:02:56.000,2024-06-30 02:32:07.000,26951.000000,user153,Nigeria,Ogbomoso,"[8.13,4.24]"
5102,2024-06-17 01:07:39.000,2024-06-17 02:25:09.000,4650.000000,user31,United States,Palm Bay,"[27.955,-80.6628]"
5103,2024-06-18 09:49:58.000,2024-06-18 13:15:42.000,12344.000000,user403,Poland,Poznań,"[52.4058,16.8999]"
5104,2024-05-17 17:07:58.000,2024-05-17 17:46:10.000,2292.000000,user232,Poland,Katowice,"[50.2604,19.02]"
5105,2024-06-01 17:14:17.000,2024-06-01 18:44:45.000,5428.000000,user312,Poland,Gdynia,"[54.5204,18.53]"
5106,2024-06-17 05:12:05.000,2024-06-17 07:44:40.000,9155.000000,user162,United Kingdom,Bournemouth,"[50.73,-1.9]"
5107,2024-06-21 04:21:17.000,2024-06-21 10:58:01.000,23804.000000,user314,France,Marseille,"[43.29,5.375]"
5108,2024-06-15 15:14:38.000,2024-06-15 23:20:31.000,29153.000000,user268,United States,Louisville,"[38.1663,-85.6485]"
5109,2024-06-24 18:17:10.000,2024-06-24 23:53:27.000,20177.000000,user6,Denmark,Copenhagen,"[55.6786,12.5635]"
5110,2024-06-17 19:27:04.000,2024-06-17 23:19:10.000,13926.000000,user372,United States,Minneapolis,"[44.9635,-93.2678]"
5111,2024-06-29 22:11:04.000,2024-06-30 06:40:13.000,30549.000000,user183,Brazil,Caxias do Sul,"[-29.18,-51.17]"
5112,2024-05-15 16:58:14.000,2024-05-15 19:09:43.000,7889.000000,user302,Japan,Miyazaki,"[31.9182,131.4184]"
5113,2024-05-11 15:16:22.000,2024-05-11 21:59:11.000,24169.000000,user191,Italy,Florence,"[43.78,11.25]"
5114,2024-04-21 17:37:15.000,2024-04-21 18:05:21.000,1686.000000,user197,Poland,Szczecin,"[53.4204,14.53]"
5115,2024-06-30 05:11:26.000,2024-06-30 11:00:31.000,20945.000000,user445,United Kingdom,Kingston upon Hull,"[53.7504,-0.33]"
5116,2024-06-25 20:03:29.000,2024-06-25 22:21:39.000,8290.000000,user259,Kazakhstan,Pavlodar,"[52.3,76.95]"
5117,2024-06-16 09:49:56.000,2024-06-16 18:28:21.000,31105.000000,user337,Russia,Krasnodar,"[45.02,39]"
5118,2024-05-08 00:09:50.000,2024-05-08 06:07:22.000,21452.000000,user284,Poland,Szczecin,"[53.4204,14.53]"
5119,2024-04-27 18:32:03.000,2024-04-28 02:04:13.000,27130.000000,user114,Kazakhstan,Pavlodar,"[52.3,76.95]"
5120,2024-05-13 17:36:57.000,2024-05-13 23:12:04.000,20107.000000,user176,"Korea, South",Bucheon,"[37.4989,126.7831]"
5121,2024-05-01 17:00:57.000,2024-05-01 17:13:46.000,769.000000,user215,Egypt,Ismailia,"[30.5903,32.26]"
5122,2024-05-02 09:56:33.000,2024-05-02 15:59:10.000,21757.000000,user254,Russia,Chita,"[52.055,113.465]"
5123,2024-05-07 08:26:43.000,2024-05-07 09:34:57.000,4094.000000,user69,Russia,Samara,"[53.195,50.1513]"
5124,2024-06-21 22:04:19.000,2024-06-21 22:16:49.000,750.000000,user11,United States,Murrieta,"[33.572,-117.1909]"
5125,2024-06-15 11:38:18.000,2024-06-15 13:24:44.000,6386.000000,user411,United States,Tampa,"[27.9942,-82.4451]"
5126,2024-06-22 20:38:22.000,2024-06-23 01:58:58.000,19236.000000,user364,United Kingdom,Edinburgh,"[55.9483,-3.2191]"
5127,2024-05-02 09:03:51.000,2024-05-02 13:12:16.000,14905.000000,user46,Russia,Kaliningrad,"[54.7,20.4973]"
5128,2024-05-04 07:00:52.000,2024-05-04 13:13:44.000,22372.000000,user160,Russia,Tambov,"[52.73,41.43]"
5129,2024-06-15 08:18:34.000,2024-06-15 10:03:15.000,6281.000000,user256,Nigeria,Awka,"[6.2104,7.07]"
5130,2024-05-02 03:47:09.000,2024-05-02 09:29:53.000,20564.000000,user110,Egypt,Qinā,"[26.1505,32.72]"
5131,2024-05-06 10:17:17.000,2024-05-06 19:14:52.000,32255.000000,user254,Russia,Chita,"[52.055,113.465]"
5132,2024-04-11 10:50:15.000,2024-04-11 12:37:21.000,6426.000000,user240,Japan,Okayama,"[34.672,133.9171]"
5133,2024-06-25 17:04:02.000,2024-06-25 19:53:05.000,10143.000000,user62,Germany,Saarbrücken,"[49.2504,6.97]"
5134,2024-06-28 03:49:24.000,2024-06-28 09:05:07.000,18943.000000,user463,Czechia,Ostrava,"[49.8304,18.25]"
5135,2024-06-07 17:07:16.000,2024-06-08 00:07:54.000,25238.000000,user40,Brazil,Londrina,"[-23.3,-51.18]"
5136,2024-06-28 07:54:07.000,2024-06-28 08:50:09.000,3362.000000,user364,United Kingdom,Edinburgh,"[55.9483,-3.2191]"
5137,2024-05-01 01:20:47.000,2024-05-01 03:53:49.000,9182.000000,user174,Russia,Saratov,"[51.58,46.03]"
5138,2024-05-02 21:08:25.000,2024-05-03 01:19:27.000,15062.000000,user427,Russia,Novokuznetsk,"[53.75,87.115]"
5139,2024-05-01 10:20:20.000,2024-05-01 14:44:40.000,15860.000000,user14,Japan,Kyōto,"[35.03,135.75]"
5140,2024-06-27 13:25:43.000,2024-06-27 16:39:46.000,11643.000000,user325,Russia,Tomsk,"[56.495,84.975]"
5141,2024-05-21 14:59:13.000,2024-05-21 23:29:40.000,30627.000000,user442,Poland,Wrocław,"[51.1104,17.03]"
5142,2024-05-02 00:59:12.000,2024-05-02 08:23:35.000,26663.000000,user487,United States,Ann Arbor,"[42.2755,-83.7312]"
5143,2024-06-23 07:51:17.000,2024-06-23 13:00:32.000,18555.000000,user162,United Kingdom,Bournemouth,"[50.73,-1.9]"
5144,2024-06-28 15:28:02.000,2024-06-28 22:39:47.000,25905.000000,user481,Belarus,Homyel’,"[52.43,31]"
5145,2024-04-29 10:12:58.000,2024-04-29 18:07:58.000,28500.000000,user122,Venezuela,Maturín,"[9.75,-63.17]"
5146,2024-04-30 11:09:23.000,2024-04-30 17:39:42.000,23419.000000,user300,United States,Albany,"[42.6664,-73.7987]"
5147,2024-05-11 15:33:10.000,2024-05-11 22:38:54.000,25544.000000,user60,United States,Kissimmee,"[28.3042,-81.4164]"
5148,2024-06-20 00:11:46.000,2024-06-20 00:54:41.000,2575.000000,user472,Netherlands,Rotterdam,"[51.92,4.48]"
5149,2024-06-28 02:53:14.000,2024-06-28 08:30:38.000,20244.000000,user18,United States,Albuquerque,"[35.1053,-106.6464]"
5150,2024-06-29 04:35:51.000,2024-06-29 12:26:38.000,28247.000000,user98,Turkey,Samsun,"[41.28,36.3437]"
5151,2024-06-23 17:14:12.000,2024-06-23 20:08:26.000,10454.000000,user458,United States,Lexington,"[38.0423,-84.4587]"
5152,2024-06-19 17:21:50.000,2024-06-19 22:48:35.000,19605.000000,user417,United States,Mission Viejo,"[33.6095,-117.655]"
5153,2024-06-15 22:26:56.000,2024-06-16 06:27:17.000,28821.000000,user385,Mexico,Chihuahua,"[28.645,-106.085]"
5154,2024-06-13 13:25:22.000,2024-06-13 13:29:33.000,251.000000,user48,Brazil,São José do Rio Prêto,"[-20.7996,-49.39]"
5155,2024-05-07 23:22:26.000,2024-05-08 04:33:46.000,18680.000000,user487,United States,Ann Arbor,"[42.2755,-83.7312]"
5156,2024-05-10 16:23:23.000,2024-05-10 21:53:25.000,19802.000000,user416,Poland,Szczecin,"[53.4204,14.53]"
5157,2024-04-17 21:33:16.000,2024-04-17 21:52:52.000,1176.000000,user349,France,Toulon,"[43.1342,5.9188]"
5158,2024-05-23 07:30:44.000,2024-05-23 08:16:28.000,2744.000000,user124,Russia,Orenburg,"[51.78,55.11]"
5159,2024-06-26 05:14:06.000,2024-06-26 13:50:28.000,30982.000000,user476,Brazil,Vitória da Conquista,"[-14.85,-40.84]"
5160,2024-06-26 23:11:01.000,2024-06-26 23:52:10.000,2469.000000,user34,"Korea, South",Cheongju,"[36.6439,127.5012]"
5161,2024-05-01 10:22:01.000,2024-05-01 18:01:00.000,27539.000000,user397,Austria,Vienna,"[48.2,16.3666]"
5162,2024-05-18 16:32:41.000,2024-05-18 20:55:09.000,15748.000000,user451,United Kingdom,Kingston upon Hull,"[53.7504,-0.33]"
5163,2024-06-27 01:00:25.000,2024-06-27 09:07:14.000,29209.000000,user406,Russia,Krasnodar,"[45.02,39]"
5164,2024-05-05 01:20:08.000,2024-05-05 04:20:33.000,10825.000000,user279,United States,Boston,"[42.3188,-71.0846]"
5165,2024-06-21 18:59:38.000,2024-06-21 19:57:45.000,3487.000000,user256,Nigeria,Awka,"[6.2104,7.07]"
5166,2024-06-24 06:44:49.000,2024-06-24 08:22:52.000,5883.000000,user187,Spain,Granada,"[37.165,-3.585]"
5167,2024-05-17 10:07:09.000,2024-05-17 14:31:39.000,15870.000000,user378,Turkey,Kocaeli,"[40.776,29.9306]"
5168,2024-04-30 17:43:16.000,2024-05-01 00:23:44.000,24028.000000,user401,Germany,Berlin,"[52.5218,13.4015]"
5169,2024-06-01 21:03:04.000,2024-06-02 04:55:55.000,28371.000000,user105,Argentina,Salta,"[-24.7834,-65.4166]"
5170,2024-06-27 21:22:52.000,2024-06-28 01:13:55.000,13863.000000,user6,Denmark,Copenhagen,"[55.6786,12.5635]"
5171,2024-06-26 07:29:22.000,2024-06-26 09:50:38.000,8476.000000,user299,United States,Salt Lake City,"[40.7774,-111.93]"
5172,2024-06-10 10:34:48.000,2024-06-10 14:23:42.000,13734.000000,user10,United States,Winston-Salem,"[36.1029,-80.261]"
5173,2024-06-17 01:58:19.000,2024-06-17 10:30:23.000,30724.000000,user331,Indonesia,Padang,"[-0.96,100.36]"
5174,2024-05-04 05:52:50.000,2024-05-04 07:56:45.000,7435.000000,user43,Russia,Kaliningrad,"[54.7,20.4973]"
5175,2024-06-15 12:19:17.000,2024-06-15 16:10:48.000,13891.000000,user248,Brazil,Foz do Iguaçu,"[-25.5235,-54.53]"
5176,2024-05-14 09:55:28.000,2024-05-14 18:53:53.000,32305.000000,user453,Brazil,São José dos Pinhais,"[-25.57,-49.18]"
5177,2024-06-29 09:31:15.000,2024-06-29 10:14:44.000,2609.000000,user288,United States,Dallas,"[32.7936,-96.7662]"
5178,2024-05-18 05:20:34.000,2024-05-18 09:48:32.000,16078.000000,user22,United States,Brookhaven,"[40.8321,-72.9518]"
5179,2024-05-22 13:18:35.000,2024-05-22 20:43:49.000,26714.000000,user446,United States,Fayetteville,"[36.0713,-94.166]"
5180,2024-05-31 18:07:14.000,2024-05-31 20:08:26.000,7272.000000,user96,Italy,Genoa,"[44.41,8.93]"
5181,2024-06-03 10:12:47.000,2024-06-03 13:35:45.000,12178.000000,user473,United States,Tucson,"[32.1545,-110.8782]"
5182,2024-06-20 04:08:18.000,2024-06-20 10:11:45.000,21807.000000,user457,Japan,Matsuyama,"[33.8455,132.7658]"
5183,2024-05-29 10:57:29.000,2024-05-29 15:00:23.000,14574.000000,user124,Russia,Orenburg,"[51.78,55.11]"
5184,2024-06-21 23:09:28.000,2024-06-22 06:16:37.000,25629.000000,user238,Mexico,Juárez,"[31.6904,-106.49]"
5185,2024-04-21 22:49:21.000,2024-04-21 23:48:36.000,3555.000000,user349,France,Toulon,"[43.1342,5.9188]"
5186,2024-06-29 01:16:14.000,2024-06-29 02:32:03.000,4549.000000,user195,Japan,Kanazawa,"[36.56,136.64]"
5187,2024-06-29 08:27:29.000,2024-06-29 15:34:14.000,25605.000000,user460,Nigeria,Osogbo,"[7.7704,4.56]"
5188,2024-05-11 05:46:13.000,2024-05-11 11:20:43.000,20070.000000,user163,Brazil,Salvador,"[-12.97,-38.48]"
5189,2024-06-30 20:13:52.000,2024-07-01 01:30:24.000,18992.000000,user336,Mexico,San Luis Potosí,"[22.17,-101]"
5190,2024-06-28 10:27:28.000,2024-06-28 10:55:22.000,1674.000000,user144,United States,McAllen,"[26.2273,-98.2471]"
5191,2024-04-26 00:29:18.000,2024-04-26 08:35:57.000,29199.000000,user210,Poland,Szczecin,"[53.4204,14.53]"
5192,2024-06-17 16:33:26.000,2024-06-17 23:51:08.000,26262.000000,user36,Ukraine,Kryvyy Rih,"[47.9283,33.345]"
5193,2024-06-06 19:08:26.000,2024-06-07 04:05:58.000,32252.000000,user56,Australia,Cranbourne,"[-38.0996,145.2834]"
5194,2024-05-10 05:37:48.000,2024-05-10 07:35:12.000,7044.000000,user209,Nigeria,Ilorin,"[8.49,4.55]"
5195,2024-05-01 09:41:35.000,2024-05-01 09:44:50.000,195.000000,user470,Russia,Kursk,"[51.74,36.19]"
5196,2024-06-02 06:20:34.000,2024-06-02 07:41:31.000,4857.000000,user401,Germany,Berlin,"[52.5218,13.4015]"
5197,2024-05-04 15:34:54.000,2024-05-04 23:35:48.000,28854.000000,user82,France,Lyon,"[45.77,4.83]"
5198,2024-05-01 21:16:33.000,2024-05-01 23:15:07.000,7114.000000,user348,Brazil,Florianópolis,"[-27.58,-48.52]"
5199,2024-05-01 00:27:29.000,2024-05-01 04:16:21.000,13732.000000,user23,Azerbaijan,Gəncə,"[40.685,46.35]"
5200,2024-06-13 07:02:03.000,2024-06-13 12:55:57.000,21234.000000,user230,Turkey,Şanlıurfa,"[37.17,38.795]"
5201,2024-06-13 11:23:49.000,2024-06-13 17:48:37.000,23088.000000,user19,Brazil,Sorocaba,"[-23.49,-47.47]"
5202,2024-06-17 11:38:49.000,2024-06-17 13:36:52.000,7083.000000,user167,Netherlands,Haarlem,"[52.3804,4.63]"
5203,2024-06-05 04:54:15.000,2024-06-05 13:54:52.000,32437.000000,user55,Brazil,Macapá,"[0.033,-51.05]"
5204,2024-06-14 09:15:02.000,2024-06-14 09:28:09.000,787.000000,user482,United States,Providence,"[41.823,-71.4187]"
5205,2024-05-04 07:45:02.000,2024-05-04 14:01:22.000,22580.000000,user293,Japan,Nagano,"[36.65,138.17]"
5206,2024-06-10 02:53:47.000,2024-06-10 08:19:23.000,19536.000000,user109,Egypt,Giza,"[30.01,31.19]"
5208,2024-06-30 23:21:57.000,2024-07-01 02:44:07.000,12130.000000,user347,Nigeria,Port Harcourt,"[4.81,7.01]"
5209,2024-06-22 03:38:40.000,2024-06-22 10:20:29.000,24109.000000,user310,Brazil,Vila Velha,"[-20.3676,-40.318]"
5210,2024-04-23 12:20:49.000,2024-04-23 17:57:58.000,20229.000000,user389,Germany,Mannheim,"[49.5004,8.47]"
5211,2024-06-08 20:10:22.000,2024-06-08 22:17:07.000,7605.000000,user81,Brazil,Salvador,"[-12.97,-38.48]"
5212,2024-05-07 17:16:49.000,2024-05-07 20:16:51.000,10802.000000,user24,Brazil,Brasília,"[-15.7833,-47.9161]"
5213,2024-05-20 20:44:45.000,2024-05-21 02:19:49.000,20104.000000,user326,Mexico,Mexicali,"[32.65,-115.48]"
5214,2024-06-16 08:26:26.000,2024-06-16 13:41:39.000,18913.000000,user121,United Kingdom,Sheffield,"[53.3667,-1.5]"
5215,2024-06-16 11:56:46.000,2024-06-16 12:33:15.000,2189.000000,user180,"Korea, South",Yeosu,"[34.7368,127.7458]"
5216,2024-06-13 07:51:05.000,2024-06-13 14:27:16.000,23771.000000,user423,Spain,Las Palmas de Gran Canaria,"[28.1,-15.43]"
5217,2024-05-06 12:12:55.000,2024-05-06 20:30:32.000,29857.000000,user456,Japan,Fukuoka,"[33.595,130.41]"
5218,2024-05-05 11:27:19.000,2024-05-05 18:21:58.000,24879.000000,user249,United States,Akron,"[41.0798,-81.5219]"
5219,2024-05-04 03:10:30.000,2024-05-04 04:33:54.000,5004.000000,user54,Tunisia,Sfax,"[34.75,10.72]"
5220,2024-05-25 02:48:13.000,2024-05-25 10:28:57.000,27644.000000,user394,Brazil,João Pessoa,"[-7.1011,-34.8761]"
5221,2024-05-19 16:38:12.000,2024-05-19 23:00:04.000,22912.000000,user60,United States,Kissimmee,"[28.3042,-81.4164]"
5222,2024-06-20 07:20:11.000,2024-06-20 14:13:15.000,24784.000000,user419,Turkey,Trabzon,"[40.98,39.72]"
5223,2024-05-10 12:24:11.000,2024-05-10 16:10:42.000,13591.000000,user24,Brazil,Brasília,"[-15.7833,-47.9161]"
5224,2024-05-01 01:01:04.000,2024-05-01 06:30:19.000,19755.000000,user299,United States,Salt Lake City,"[40.7774,-111.93]"
5225,2024-05-02 13:33:04.000,2024-05-02 14:53:27.000,4823.000000,user155,Germany,Dortmund,"[51.53,7.45]"
5226,2024-05-13 17:03:46.000,2024-05-13 20:06:34.000,10968.000000,user209,Nigeria,Ilorin,"[8.49,4.55]"
5227,2024-06-19 17:27:42.000,2024-06-19 18:31:13.000,3811.000000,user434,Germany,Wiesbaden,"[50.0804,8.25]"
5228,2024-06-21 03:54:36.000,2024-06-21 07:58:40.000,14644.000000,user482,United States,Providence,"[41.823,-71.4187]"
5229,2024-05-08 21:58:25.000,2024-05-09 00:26:51.000,8906.000000,user75,Brazil,Bauru,"[-22.33,-49.08]"
